Type,License No,Business Name,Address,City,State,Zip,Issued or Renewed Date,Expiration Date,County
PCM,38719,MAAPS PEST CONTROL,PO BOX 20226,SANTA BARBARA,CA,93105,1/13/2016,12/31/2017,SANTA BARBARA
PDM,38722,AGGRESSIVE AG,PO BOX 5267,OXNARD,CA,93031,1/1/2015,12/31/2016,VENTURA
MGB,38723,PARK WEST LANDSCAPE INC.,22421 GILBERTO #A,RANCHO SANTA MARGARITA,CA,95881,1/1/2016,12/31/2017,RIVERSIDE
MGB,38724,CLARKE'S EXTREME TURF & WATER SOLUTIONS,18939 VIERRA CANYON RD,PRUNEDALE,CA,93907,2/26/2015,12/31/2016,MONTEREY
PCM,38725,KFI WEST LLC,PO BOX 456,COURTLAND,CA,95612,1/1/2015,12/31/2016,YOLO
PCM,38730,PROFESSIONAL TURF MANAGEMENT,PO BOX 700142,SAN JOSE,CA,95014,1/20/2016,12/31/2017,SANTA CLARA
PCM,38731,DLS,PO BOX 67,REDLANDS,CA,92399,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,38732,WABO LANDSCAPE & CONSTRUCTION INC,726 ALFRED NOBEL DR,HERCULES,CA,94547-1805,1/1/2016,12/31/2017,CONTRA COSTA
PCM,38734,GAR TOOTELIAN INC,8246 S CRAWFORD AVE,REEDLEY,CA,93654,1/1/2015,12/31/2016,FRESNO
PCM,38736,HUNTERS SERVICES INC,2485 NOTRE DAME BLVD #370-231,CHICO,CA,95928,1/1/2015,12/31/2016,BUTTE
PCM,38738,CALIFORNIA EXTERMINATORS ALLIANCE,PO BOX 449,KELSEYVILLE,CA,95451,1/1/2015,12/31/2016,LAKE
PCM,38739,CSI INC.,PO BOX 15074,IRVINE,CA,92614,1/1/2015,12/31/2016,ORANGE
PCM,38740,FIGS LANDSCAPING,3865 TAYLOR RD #L,LOOMIS,CA,95650,7/24/2015,12/31/2016,PLACER
PCM,38743,GOLDKAMP LANDSCAPING,13026 CALLE DE LOS NINOS,SAN DIEGO,CA,92129,1/1/2015,12/31/2016,SAN DIEGO
MGB,38746,TLM SERVICES INC,PO BOX 1358,SOMIS,CA,93012,1/1/2016,12/31/2017,VENTURA
PCM,38751,GLOBAL PEST SOLUTIONS,231 E ALESSANDRO BLVD #A493,RIVERSIDE,CA,92508,5/27/2015,12/31/2016,RIVERSIDE
PCM,38753,TRITON CHEMICAL SERVICES,12270 43RD ST NE,ST. MICHAEL,CA,95355,3/15/2016,12/31/2017,STANISLAUS
PCM,38754,AMERICAN GOLF CORPORATION,19400 MOUNTAIN VIEW AVE,YORBA LINDA,CA,92886,1/1/2015,12/31/2016,ORANGE
PCM,38757,THRASHER TERMITE & PEST CONTROL INC.,9520 CHESAPEAKE DR #602,SAN DIEGO,CA,92123,1/1/2016,12/31/2017,SAN DIEGO
PCM,38758,EM AG SERVICES INC,PO BOX 753,AVENAL,CA,93204,1/1/2015,12/31/2016,KINGS
MGB,38759,ROCKEY MURATA LANDSCAPE MAINTENANCE SERVICES INC,PO BOX 3893,CERRITOS,CA,90670,2/25/2016,12/31/2017,LOS ANGELES
PCM,38760,PARADISE PEST SOLUTIONS INC,1599 PEPPER DR,EL CAJON,CA,92021,1/1/2016,12/31/2017,SAN DIEGO
MGB,38761,CAMERON PARK LANDSCAPING,5641 SILVER LODE DR,PLACERVILLE,CA,95667,1/1/2015,12/31/2016,EL DORADO
MGB,38762,TURFDOCTOR TURF & LANDSCAPE,475 LOCKWOOD LN,SCOTTS VALLEY,CA,95066,1/1/2016,12/31/2017,SANTA CRUZ
MGB,38763,BENTON'S LANDSCAPE MAINTENANCE,20495 CLUSTERWOOD CT,BURNEY,CA,96002,2/3/2015,12/31/2016,SHASTA
PCM,38764,FIRST CHOICE PEST CONTROL,20638 HATTON ST,WINNETKA,CA,91306,3/23/2015,12/31/2016,LOS ANGELES
PCM,38765,ABOL RODENT CONTROL,PO BOX 1876,LODI,CA,95220,1/1/2015,12/31/2016,SAN JOAQUIN
MGB,38766,R & D JOHNSTON SERVICES,PO BOX 175,HUGHSON,CA,95307-2419,1/1/2016,12/31/2017,STANISLAUS
PCM,38767,BUD'S TRI-COUNTY TREE SERVICES INC.,1800 SOUTH RIVER ROAD,WEST SACRAMENTO,CA,95691,2/25/2015,12/31/2016,YOLO
MGB,38769,TURNEY LANDSCAPING,PO BOX 7896,AUBURN,CA,95602,1/1/2016,12/31/2017,PLACER
PCM,38771,GOLD COUNTRY PEST CONTROL,PO BOX 868,TUOLUMNE,CA,95379,1/1/2015,12/31/2016,TUOLUMNE
PCM,38773,TOUCHSTONE GOLF LLC,2940 N. SHORELINE BLVD.,MOUNTAIN VIEW,CA,94043,1/1/2016,12/31/2017,SANTA CLARA
PCB,38774,TOUCHSTONE GOLF LLC,2940 N. SHORELINE BLVD.,MOUNTAIN VIEW,CA,93117,1/1/2016,12/31/2017,SANTA BARBARA
MGB,38776,BDS LANDSCAPE MAINTENANCE INC,6672 JULIE LN,WEST HILLS,CA,91307,1/1/2015,12/31/2016,LOS ANGELES
MGB,38777,AMERISCAPE LANDSCAPE MANAGEMENT,11333 SUNCO DR #107,RANCHO CORDOVA,CA,95742,1/1/2015,12/31/2016,SACRAMENTO
PCM,38779,ADVANCED VITICULTURE INC.,PO BOX 2236,WINDSOR,CA,95492,1/1/2015,12/31/2016,SONOMA
MGB,38780,AQUA FLOW LANDSCAPE IRRIGAITON,PO BOX 1458,CARMEL VALLEY,CA,93924,1/1/2015,12/31/2016,MONTEREY
PCM,38781,TAYLOR WIGGIN CUSTOM SPRAYING,5713 HANKINS RD,WILLIAMS,CA,95987,3/2/2016,12/31/2017,COLUSA
PDM,38783,ADVANCED GASES AND EQUIPMENT INC,717 GALVESTON ST,WEST SACRAMENTO,CA,95691,1/1/2015,12/31/2016,YOLO
PCM,38786,MIKE MILLAR FARMS,2882 HIGHWAY 45,GLENN,CA,95943,1/1/2016,12/31/2017,GLENN
PCM,38789,ACNOW TERMITE & PEST CONTROL INC.,PO BOX 1456,VICTORVILLE,CA,92395,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,38790,VERTEX PEST SOLUTIONS,25014 AVENUE KEARNEY,VALENCIA,CA,91355,2/4/2016,12/31/2017,LOS ANGELES
PCM,38792,JESS RANCH GOLF MANAGEMENT LLC,10885 APPLE VALLEY RD,APPLE VALLEY,CA,92308,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,38793,ELITE PEST SOLUTIONS,PO BOX 1032,TURLOCK,CA,95382,4/8/2015,12/31/2016,STANISLAUS
PCM,38795,PREMIER AG SERVICES INC,PO BOX 217,SALIDA,CA,95358,2/12/2016,12/31/2017,STANISLAUS
PCM,38796,BIG TIME FARMING LLC,PO BOX 84,RIO OSO,CA,95674,1/1/2015,12/31/2016,SUTTER
PCM,38800,TOP-NOTCH GRAFTING & VINEYARD SERVICES INC.,PO BOX 1129,KENWOOD,CA,95452,1/1/2016,12/31/2017,SONOMA
PCM,38805,BANKS ORCHARDS,6360 E SOUTH BEAR CREEK DR,MERCED,CA,95340,2/20/2015,12/31/2016,MERCED
PCM,38806,WAWONA PACKING COMPANY LLC,12133 AVENUE 408,CUTLER,CA,93615,1/1/2016,12/31/2017,TULARE
MGB,38807,A & D LANDSCAPING SERVICE,26705 S WHITE RD #243,SAN JOSE,CA,95148,1/1/2015,12/31/2016,SANTA CLARA
PCM,38808,TREEBEARD LANDSCAPE INC.,PO BOX 2777,SPRING VALLEY,CA,91979,1/1/2016,12/31/2017,SAN DIEGO
PCM,38810,FAITH FARMS CUSTOM SERVICES,5530 LACEY BLVD,HANFORD,CA,93230,1/1/2015,12/31/2016,KINGS
PCM,38812,DIRECT PEST CONTROL,PO BOX 4092,WALNUT CREEK,CA,94597,1/1/2015,12/31/2016,CONTRA COSTA
PDM,38813,HEALTHYSOIL,PO DRAWER T,GONZALES,CA,93926,1/1/2015,12/31/2016,MONTEREY
PCM,38814,KNOCKOUT PEST CONTROL & TERMITE INC.,32891 CINON DR,TEMECULA,CA,92592,1/1/2015,12/31/2016,RIVERSIDE
PCM,38815,CLASSIC CLUB,PO BOX 117,THOUSAND PALMS,CA,92211,1/1/2015,12/31/2016,RIVERSIDE
PCM,38817,SIMONICH ORCHARD SERVICES,16596 AVENUE 184,STRATHMORE,CA,93267,1/1/2016,12/31/2017,TULARE
PCM,38818,WILD WEST REFORESTERS INC,18420 WILLOW DRIVE,COTTONWOOD,CA,96022,1/1/2016,12/31/2017,TEHAMA
PCM,38819,NELSON FARMING & CONSULTING SERVICES LLC,1476 CEDAR STREET,SANTA PAULA,CA,93060,1/1/2016,12/31/2017,VENTURA
PCM,38823,THRASHER FARMS INC,17842 SOUTH MOUNTAIN RD,SANTA PAULA,CA,93060,1/1/2016,12/31/2017,VENTURA
MGB,38825,ANDERSON LANDSCAPING,18850 RUGGED TRAIL RD,SONORA,CA,95370,1/1/2015,12/31/2016,TUOLUMNE
PDM,38826,DAVID H. RILEY,PO BOX 1049,HAMILTON,MT,59840,1/1/2015,12/31/2016,OUT OF STATE
PCM,38827,SHEPARD BROS. INC.,503 SOUTH CYPRESS ST,LA HABRA,CA,90631,1/1/2016,12/31/2017,ORANGE
PCM,38828,JSM VINEYARD SERVICES INC,319 COOL VALLEY RD,PASO ROBLES,CA,93446,1/1/2015,12/31/2016,SAN LUIS OBISPO
PDM,38829,JOHN BEAN TECHNOLOGIES CORPORATION,1660 IOWA AVE #100,RIVERSIDE,CA,92507,1/1/2015,12/31/2016,RIVERSIDE
PDB,38830,JOHN BEAN TECHNOLOGIES CORPORATION,1660 IOWA AVE #100,RIVERSIDE,CA,93291,1/1/2015,12/31/2016,TULARE
PCM,38831,JOHN BEAN TECHNOLOGIES CORPORATION,1660 IOWA AVE #100,RIVERSIDE,CA,92507,1/1/2015,12/31/2016,RIVERSIDE
PCB,38832,JOHN BEAN TECHNOLOGIES CORPORATION,1660 IOWA AVE #100,RIVERSIDE,CA,93291,1/1/2015,12/31/2016,TULARE
PCM,38834,TIERRA VERDE RESOURCES,PO BOX 1210,CARDIFF,CA,92024,1/1/2016,12/31/2017,SAN DIEGO
PCM,38835,JOHNSTON FARMS CUSTOM SPRAYING LLC,PO BOX 2,ATWATER,CA,95388,1/1/2015,12/31/2016,MERCED
PDB,38836,SIMPLOT GROWERS SOLUTIONS,PO BOX 27,BOISE,CA,93646,1/1/2016,12/31/2017,FRESNO
PCB,38837,SIMPLOT GROWER SOLUTIONS,PO BOX 27,BOISE,CA,93646,1/1/2016,12/31/2017,FRESNO
PBM,38843,SPINNER AG INC.,100 NORTH 9TH ST,ZIONVILLE,IN,46077,1/1/2016,12/31/2017,OUT OF STATE
PCM,38844,B & D PEST CONTROL INC.,17638 RD 37,MADERA,CA,93636,1/1/2015,12/31/2016,MADERA
PBM,38845,ACE SPECIALTY MANUFACTORING COMPANY INC.,9616 VALLEY BLVD,ROSEMEAD,CA,91770,1/1/2015,12/31/2016,LOS ANGELES
MGB,38846,LARRY A GARCIA LANDSCAPE CO,PO BOX 1550,OAKDALE,CA,95361,1/1/2015,12/31/2016,STANISLAUS
MGB,38851,LOS GATOS INC,3026 HALLADAY ST,SANTA ANA,CA,92705,1/1/2015,12/31/2016,ORANGE
PDB,38853,EWING IRRIGATION PRODUCTS INC.,3441 E HARBOUR DR,PHOENIX,CA,93401,1/1/2015,12/31/2016,SAN LUIS OBISPO
PDB,38854,EWING IRRIGATION PRODUCTS INC.,3441 E HARBOUR DR,PHOENIX,CA,93313,1/1/2015,12/31/2016,KERN
PDB,38855,EWING IRRIGATION PRODUCTS INC.,3441 E HARBOUR DR,PHOENIX,CA,93274,1/1/2015,12/31/2016,TULARE
MGB,38857,AMBRIZ LANDSCAPE,1070 CURTIS DR,NORCO,CA,92860,1/1/2015,12/31/2016,RIVERSIDE
PCM,38858,FOOTHILL TREE SERVICE,3130 SPRINGER RD,PLACERVILLE,CA,95619,1/1/2015,12/31/2016,EL DORADO
PCM,38859,WEST COAST AG SERVICES INC,PO BOX 309,CUTLER,CA,93615,1/1/2016,12/31/2017,TULARE
PCM,38860,DTC SPRAYING INC.,6251 SKY CREEK DR SUITE A,SACRAMENTO,CA,95828,1/7/2015,12/31/2016,SACRAMENTO
MGB,38861,FINE GARDENS LANDSCAPING,149 ENCHANTED WAY,SAN RAMON,CA,94583,1/1/2015,12/31/2016,ALAMEDA
PCM,38863,ARCHERS QUALITY PEST CONTROL,PO BOX 1101,GRIDLEY,CA,95965,1/1/2015,12/31/2016,BUTTE
PBM,38865,SIMPLOT WESTERN STOCKMENS,PO BOX 27,BOISE,CA,95833,1/1/2016,12/31/2017,SACRAMENTO
MGB,38866,VIRIDIAN CONSULTING GROUP,830 EAST VISTA WAY # 118,VISTA,CA,92084,1/1/2016,12/31/2017,SAN DIEGO
PCM,38867,NORTH COUNTY VINEYARD SERVICE,5880 NORTH RIVER RD,PASO ROBLES,CA,93446,1/1/2016,12/31/2017,SAN LUIS OBISPO
PCM,38868,AMERICAN RAT CONTROL INC,PO BOX 5383,CULVER CITY,CA,90230,4/2/2015,12/31/2016,LOS ANGELES
PCM,38869,ALTERRA PEST CONTROL,1234 SIMPSON WAY #B,ESCONDIDO,CA,95834,1/1/2015,12/31/2016,SACRAMENTO
PCB,38870,ALTERRA PEST CONTROL,1234 SIMPSON WAY #B,ESCONDIDO,CA,91311,1/1/2015,12/31/2016,LOS ANGELES
PCB,38871,ALTERRA PEST CONTROL,1234 SIMPSON WAY #B,ESCONDIDO,CA,92653,1/1/2015,12/31/2016,ORANGE
PCB,38872,ALTERRA PEST CONTROL,1234 SIMPSON WAY #B,ESCONDIDO,CA,94588,2/11/2015,12/31/2016,ALAMEDA
PCM,38874,WEST FOREST INC,PO BOX 68,LINDSAY,CA,93247,2/9/2016,12/31/2017,TULARE
MGB,38875,URBAN ENVIRONMENTS LANDSCAPE SERVICES,2201 FRANCISCO SR. STE. #140 - 169,EL DORADO HILLS,CA,95132,1/1/2016,12/31/2017,SANTA CLARA
PCM,38876,GLORIOUS AG SERVICE INC,131 E KERN AVE,TULARE,CA,93274,1/1/2015,12/31/2016,KINGS
PCM,38877,KURT & KYLE PEST CONTROL,1155 1/2 MONTAUK LN,VENTURA,CA,93001,1/1/2015,12/31/2016,VENTURA
PCM,38878,ASSURED SOLUTIONS ENVIRONMENTAL PEST CONTROL,16121 TULSA ST,GRANADA HILLS,CA,91344,1/1/2015,12/31/2016,LOS ANGELES
PCM,38879,GSRC ECOLOGICAL RESTORATION LLC,8081 GSRI AVE,BATON ROUGE,LA,70820,1/1/2015,12/31/2016,OUT OF STATE
PCM,38880,ANDY'S LANDSCPE AND TREE SERVICE,PO BOX 10520,PALM DESERT,CA,92203,1/1/2015,12/31/2016,RIVERSIDE
PCM,38881,BORTOLUSSI & WATKIN INC.,77 LARKSPUR ST,SAN RAFAEL,CA,94901,1/1/2015,12/31/2016,MARIN
PDB,38886,TRACTOR SUPPLY COMPANY,5401 VIRGINIA WAY,BRENTWOOD,CA,95642,1/27/2016,12/31/2017,AMADOR
PCM,38887,ECO CONCEPTS TERMITE AND PEST CONTROL,PO BOX 5005,WEST HILLS,CA,91304,1/1/2015,12/31/2016,LOS ANGELES
PDB,38889,TRACTOR SUPPLY COMPANY,5401 VIRGINIA WAY,BRENTWOOD,CA,93635,1/27/2016,12/31/2017,MERCED
PCM,38890,DEEP FOREST SERVICES,PO BOX 1085,YREKA,CA,96097,1/1/2015,12/31/2016,MENDOCINO
MGB,38892,C & M LANDSCAPE & DESIGN INC.,2245 S SAN ANTONIO AVE,ONTARIO,CA,91762,1/1/2015,12/31/2016,SAN BERNARDINO
MGB,38895,B & B GARDENING INC.,PO BOX 457,SANTA YNEZ,CA,93460,1/1/2015,12/31/2016,SANTA BARBARA
PCM,38896,AQUATICS ANSWERS INC.,1849 PLEASANT HILL RD,PLEASANT HILL,CA,94523,1/1/2015,12/31/2016,CONTRA COSTA
PCM,38897,VISION LANDSCAPE MAINTENANCE,PO BOX 1092,RIPON,CA,95357,1/29/2016,12/31/2017,STANISLAUS
PCM,38899,COASTAL PEST MANAGEMENT,11199 SALINAS ST,CASTROVILLE,CA,95012,1/1/2015,12/31/2016,MONTEREY
PBM,38900,KARL'S HARDWARE INC,2700 DIAMOND ST,ROSAMOND,CA,93560,1/1/2015,12/31/2016,KERN
PCM,38901,WATER & ENERGY SYSTEMS TECHNOLOGY OF NEVADA INC.,13109 ARCTIC CIRCLE,SANTA FE SPRINGS,CA,90670,6/9/2016,12/31/2017,LOS ANGELES
MGB,38902,VITA'S LAWN & MAINTENANCE,755 NORMANDY CT,FAIRFIELD,CA,94533,1/1/2016,12/31/2017,SOLANO
PBM,38903,GEISS DESTIN & DUNN INC,725 HIGHWAY 74 SOUTH,PEACHTREE CITY,GA,30269,1/1/2015,12/31/2016,OUT OF STATE
MGB,38904,DREAMSCAPE LANDSCAPE & MAINTENANCE INC.,7192 MISSION GORGE RD,SAN DIEGO,CA,92120,1/1/2015,12/31/2016,SAN DIEGO
MGB,38905,NATURAL GREEN LANDSCAPE INC,5661 PERKINS RD,OXNARD,CA,93033,5/4/2016,12/31/2017,VENTURA
PCM,38906,VALLEY CUSTOM SPRAY SERVICE INC.,558 TRIPLE CROWN COURT,OAKDALE,CA,95361,1/1/2016,12/31/2017,STANISLAUS
PCM,38907,DEMPSEY VEGETATION MANAGEMENT,100 STERLING OAKS DRIVE #235,CHICO,CA,95926,1/1/2015,12/31/2016,BUTTE
PBM,38910,INTERNATIONAL GREENHOUSE CONTRACTORS INC,1644 GEORGETOWN RD,DANVILLE,IL,61832,1/1/2015,12/31/2016,OUT OF STATE
PCM,38911,FUENTES LAKE AND POND MANAGEMENT,4065 MOORE LN,LOOMIS,CA,95650,1/1/2015,12/31/2016,PLACER
MGB,38912,TOTAL LANDSCAPE MAINTENANCE,14525 GREATEST PL,BAKERSFIELD,CA,93308,1/1/2016,12/31/2017,KERN
MGB,38915,SONOMA SWEEPERS INC.,144 FORD ST STE B,UKIAH,CA,95482,1/1/2016,12/31/2017,MENDOCINO
PCM,38917,SAMUEL FARMS INC.,PO BOX 1527,LINDEN,CA,95215,1/1/2016,12/31/2017,SAN JOAQUIN
MGB,38918,CAREFREE GARDEN ROSES,5368 ADAMS AVE,SAN DIEGO,CA,92115-3503,1/1/2015,12/31/2016,SAN DIEGO
PCM,38919,LOZANO'S FARM MANAGEMENT,8255 FRUITVALE AVE,MOORPARK,CA,93021,1/1/2015,12/31/2016,VENTURA
PCB,38920,VALLEYCREST GOLF COURSE MAINTENANCE INC,24151 VENTURA BLVD,CALABASAS,CA,91302,1/1/2016,12/31/2017,LOS ANGELES
MGB,38921,GREEN LEAF INDUSTRIES INC.,1390 E BURNETT ST #G,SIGNAL HILL,CA,90755-3559,1/1/2015,12/31/2016,LOS ANGELES
PDB,38923,GREEN VALLEY FARM SUPPLY INC.,PO BOX 950,GONZALES,CA,95076,1/1/2015,12/31/2016,SANTA CRUZ
PCM,38924,LOGGERS UNLIMITED INC.,PO BOX 411,CEDAR RIDGE,CA,95949,1/1/2015,12/31/2016,NEVADA
MGB,38925,JJ NGUYEN INC,3172 SALEM DR,SAN JOSE,CA,95127,1/1/2015,12/31/2016,SANTA CLARA
PCM,38926,RESOURCE CONSERVATION PARTNERS INC,2500 CHANNEL DR #A2,VENTURA,CA,93003,1/14/2016,12/31/2017,VENTURA
MGB,38927,CROSSMAN LANDSCAPE & MAINTENANCE INC,PO BOX 39,EL CAJON,CA,92071,1/1/2015,12/31/2016,SAN DIEGO
PCM,38929,BLUE CHIP PEST CONTROL INC,16691 GOTHARD ST #H,HUNTINGTON BEACH,CA,92647,1/1/2015,12/31/2016,ORANGE
MGB,38930,FLORES LAWN SERVICE,PO BOX 311,TEHAMA,CA,96078,1/1/2015,12/31/2016,TEHAMA
MGB,38931,ALLISON & SONS LANDSCAPING OF CA INC,5706 LARAMIE WAY,SAN DIEGO,CA,92120,1/1/2015,12/31/2016,SAN DIEGO
PBM,38932,SEA TO SUMMIT,1901 CENTRAL AVE,BOULDER,CO,80301,1/1/2016,12/31/2017,OUT OF STATE
PCM,38934,COASTAL TERMITE AND PEST CONTROL INC.,3193 BELICK ST #7,SANTA CLARA,CA,95023,1/1/2015,12/31/2016,SAN BENITO
PDM,38935,ALL AROUND LANDSCAPE SUPPLY,PO BOX 780,CARPINTERIA,CA,93013,1/1/2015,12/31/2016,SANTA BARBARA
PDB,38936,ALL AROUND LANDSCAPE SUPPLY,PO BOX 780,CARPINTERIA,CA,93110,1/1/2015,12/31/2016,SANTA BARBARA
PDB,38937,ALL AROUND LANDSCAPE SUPPLY,PO BOX 780,CARPINTERIA,CA,93460,1/1/2015,12/31/2016,SANTA BARBARA
PCB,38938,VALLEYCREST GOLF COURSE MAINTENANCE INC,24151 VENTURA BLVD,CALABASAS,CA,95340,2/4/2016,12/31/2017,MERCED
PDB,38939,TRACTOR SUPPLY COMPANY,5401 VIRGINIA WAY,BRENTWOOD,CA,95602-2011,1/27/2016,12/31/2017,PLACER
PDB,38940,TRACTOR SUPPLY COMPANY,5401 VIRGINIA WAY,BRENTWOOD,CA,93446,1/27/2016,12/31/2017,SAN LUIS OBISPO
PCM,38941,AACTION PEST CONTROL INC,1182 LUNDY DR,SIMI VALLEY,CA,93065,1/1/2015,12/31/2016,VENTURA
MGB,38942,THE VILLAGE GARDENER INC,205 OLD COUNTY RD,SAN CARLOS,CA,94070,1/1/2016,12/31/2017,SAN MATEO
PCM,38944,A E T SERVICES INC,225 PRADO RD #C,SAN LUIS OBISPO,CA,93401,1/1/2015,12/31/2016,SAN LUIS OBISPO
PDM,38945,SHEPARD BROS. INC.,503 SOUTH CYPRESS ST,LA HABRA,CA,90631,1/1/2016,12/31/2017,ORANGE
PCM,38946,CALIFORNIA SUN GROWER SERVICES COMPANY LLC,724 MAIN ST,WOODLAND,CA,95695,1/1/2015,12/31/2016,YOLO
MGB,38947,SOFTSCAPES CORPORATION,2157 N BATAVIA ST,ORANGE,CA,92865,1/26/2016,12/31/2017,ORANGE
PCM,38950,BELLAS EXTERMINATOR INC,417 W FOOTHILL BLVD #B103,GLENDORA,CA,91722,1/1/2015,12/31/2016,LOS ANGELES
PCM,38951,URBAN CORPS OF SAN DIEGO COUNTY,PO BOX 80156,SAN DIGO,CA,92110,1/1/2016,12/31/2017,SAN DIEGO
PCM,38954,THE OUTSIDE EDGE,744 CAPITAN ST,NEWBURY PARK,CA,91320,1/1/2016,12/31/2017,VENTURA
PBM,38955,SCIENCE APPLICATIONS INTERNATIONAL CORP (SAIC),155 PASSAIC AVE 2ND FLOOR,FAIRFIELD,NJ,7004,1/1/2016,12/31/2017,OUT OF STATE
MGB,38958,FAIRCO INC,2928 JEFFERSON ST STE 2-D,CARLSBAD,CA,92008,6/15/2015,12/31/2016,SAN DIEGO
PDB,38959,HELENA CHEMICAL COMPANY,7576 N INGRAM AVE #101,FRESNO,CA,95698,1/1/2015,12/31/2016,YOLO
PDB,38960,HELENA CHEMICAL COMPANY,7576 N INGRAM AVE #101,FRESNO,CA,93454,1/1/2015,12/31/2016,SANTA BARBARA
PCM,38961,GOPHER BUSTERS,5691 BEGONIA DR,SAN JOSE,CA,95124,1/1/2015,12/31/2016,SANTA CLARA
MGB,38962,VINTAGE LANDSCAPE SERVICE INC,PO BOX 2133,TURLOCK,CA,95380,1/1/2016,12/31/2017,STANISLAUS
PCM,38963,ORANGE COUNTY CONSERVATION CORPS,1853 NORTH RAYMOND AVE,ANAHEIM,CA,92801,1/1/2016,12/31/2017,ORANGE
PCB,38964,GREEN LEAF FARMS INC.,1665 MARION ST,KINGSBURG,CA,95316,1/1/2015,12/31/2016,STANISLAUS
PDB,38967,TRACTOR SUPPLY COMPANY,5401 VIRGINIA WAY,BRENTWOOD,CA,95540,1/27/2016,12/31/2017,HUMBOLDT
PCM,38969,INNOVATIVE AG RESEARCH AND CONSULTING LLC,4741 W SPRUCE AVE #103,FRESNO,CA,93722,1/1/2015,12/31/2016,FRESNO
PCM,38970,CENTRAL SIERRA PEST CONTROL INC,PO BOX 4087,OAKHURST,CA,93644,1/1/2015,12/31/2016,MADERA
PCB,38973,ANTIMITE TERMITE AND PEST CONTROL,5867 PINE AVENUE,CHINO HILLS,CA,92408,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,38974,THE HULLING COMPANY,PO BOX 399,CHOWCHILLA,CA,93637,2/8/2016,12/31/2017,MADERA
PCM,38976,GO-PHER THE KILL INC.,3870 LA SIERA AVE #122,RIVERSIDE,CA,92530,1/1/2015,12/31/2016,RIVERSIDE
PCM,38977,HOME GUARD PEST CONTROL INC.,525 N. ANDREASEN DR.  STE N,ESCONDIDO,CA,92029,1/1/2015,12/31/2016,SAN DIEGO
PCM,38978,TPC PACKING & COLD STORAGE INC.,PO BOX 805,ARVIN,CA,93203-2310,2/9/2016,12/31/2017,KERN
PCM,38980,CALIFORNIA AG SERVICES INC.,131 E KERN AVE,TULARE,CA,93274,1/1/2015,12/31/2016,TULARE
MGB,38981,MICHAEL K BROWN LANDSCAPE & MAINTENANCE CO INC.,3541 ALKEN ST,BAKERSFIELD,CA,93308,1/1/2016,12/31/2017,KERN
PDB,38982,CROP PRODUCTION SERVICES INC,PO BOX 1286,GREELEY,CA,92801,1/1/2015,12/31/2016,ORANGE
PCM,38984,CHAMPIONSHIP GOLF SERVICES INC.,PO BOX 79156,CORONA,CA,92782,1/1/2015,12/31/2016,RIVERSIDE
PCM,38985,HURST EXTERMINATORS,PO BOX 1342,VISTA,CA,92027,2/17/2015,12/31/2016,SAN DIEGO
PCM,38987,RICK FILIPPINI JR. FARMS,18519 TERCEIRA RD,LOS BANOS,CA,93635,1/7/2016,12/31/2017,MERCED
MGB,38988,JM SLOVER INC,1630 LOTUS RD,PLACERVILLE,CA,95667,1/1/2015,12/31/2016,EL DORADO
PCM,38989,WESPAK INC.,4572 AVE 400,DINUBA,CA,93618,1/1/2016,12/31/2017,TULARE
PCM,38990,EPIC PEST CONTROL & LANDSCAPE SERVICES INC.,7840 EL CAJON BLVD #301,LA MESA,CA,91942,1/1/2015,12/31/2016,SAN DIEGO
PCB,38992,VALLEYCREST GOLF COURSE MAINTENANCE INC,24151 VENTURA BLVD,CALABASAS,CA,92506,1/1/2016,12/31/2017,RIVERSIDE
PCM,38993,VINEDRESSER VINEYARD MANAGEMENT,575 LINCOLN AVE #300B,NAPA,CA,94558,1/25/2016,12/31/2017,NAPA
PBB,38994,SCIENCE APPLICATIONS INTERNATIONAL CORP (SAIC),155 PASSAIC AVE 2ND FLOOR,FAIRFIELD,CA,95742,1/1/2016,12/31/2017,SACRAMENTO
PCM,38995,J. COTA FORESTRY,PO BOX 303,MONTAGUE,CA,96064,1/1/2015,12/31/2016,SISKIYOU
PCM,38997,HORIZON NUT LLC,26487 N HWY 99,TULARE,CA,93274,1/1/2015,12/31/2016,TULARE
PCM,39000,MEADOWLARK HARVESTING INC.,PO BOX 3149,PASO ROBLES,CA,93446,1/1/2016,12/31/2017,SAN LUIS OBISPO
PCM,39001,ALLIED WEED CONTROL INC.,10218 LIBERTY AVE,LIVINGSTON,CA,95334,1/1/2015,12/31/2016,MERCED
PCM,39002,TAYLOR ENTERPRISES,PO BOX 789,WOODBRIDGE,CA,95665,1/27/2016,12/31/2017,AMADOR
PCM,39003,WESTERN EXTERMINATOR COMPANY,305 N CRESCENT WAY,ANAHEIM,CA,92801,1/1/2016,12/31/2017,ORANGE
PCB,39004,WESTERN EXTERMINATOR COMPANY,305 N CRESCENT WAY,ANAHEIM,CA,90026,1/1/2016,12/31/2017,LOS ANGELES
PCB,39005,WESTERN EXTERMINATOR COMPANY,305 N CRESCENT WAY,ANAHEIM,CA,91405,1/1/2016,12/31/2017,LOS ANGELES
